AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclExecutableUnit,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountSemicolon,CountStmt,CountStmtDecl,CountStmtExe,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxNesting,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential,n1,n2,N11,N21,Len.,Voc.,Vol.,Dif.,Eff.,ConMetric,ConLockMetric,AtomicMetric,CollSynMetric,DesThread,StartMetric,SleepMetric,YieldMetric,JoinMetric,WaitMetric,NotifyMetric,NotifyAllMetric,Syn,LockLock,LockUnlock,ConAwait,ConSignal,ConSignalAll,SemAcquire,SemRelease,LatchAwait,LatchCountDown,BarrierAwait,ThrFctNewThr,Execute,AwaitTermi,Shutdown,ShutdownNow,ThrPoolExecFinalize,StartThread,ThrPoolExecReject,NewThrPool,FutureCancel,FutureGet,FutureRun,VectorMetric,HashTableMetric,ThreadLocal,VolatileMetric,FinalMetric,FinallyMetric,
1,1,1,1,9.631578947,0,4.315789474,5,1,0.368421053,1,6.368421053,6.368421053,6,4,6.368421053,0,0.368421053,0,6,111.7368421,11.73684211,47.31578947,24.68421053,16.26315789,52.68421053,27.63157895,36.05263158,22.84210526,13.21052632,1.631578947,1.631578947,1.631578947,1,0.631578947,1.169473684,7.052631579,7.052631579,7.052631579,6.368421053,58.15789474,61.15789474,129.0526316,87.89473684,216.9473684,119.3157895,1044.473684,35.57894737,10674.52632,0,0,0,0,0,0,0,0,0,0,0,0,0.684210526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2,2,3,1,11,0,4,7,1,0,1,3,3,3,0,3,0,0,0,3,67,5,17,7,7,45,7,11,7,4,4,4,7,1,0,2.65,6,6,9,3,29,27,74,53,127,56,555,27,6477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,1,2,1,10,0,4,6,1,0,1,4,4,4,1,4,0,0,0,4,74,8,22,9,9,44,10,15,9,6,4,4,7,1,0,2,7,7,10,4,36,31,83,58,141,67,619,31,7899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,1,2,1,10,0,4,6,1,0,1,4,4,4,1,4,0,0,0,4,77,7,22,9,9,48,10,15,9,6,4,4,7,1,0,2.18,7,7,10,4,36,31,83,58,141,67,619,31,7899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,1,1,1,7,0,4,2,2,0,0,13,13,13,7,13,0,1,0,12,161.8823529,18,86,37,38,57.88235294,40,63,31,32,3,3,4,1,1,0.673529412,21,21,22,13,132,82,209,103,312,214,1328,76,10643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0,1,0,0,0,8.736842105,8.736842105,0,8.736842105,3.842105263,0,0,4.894736842,91.26315789,10.84210526,14.31578947,13.31578947,0,66.10526316,11.15789474,12.15789474,12.15789474,0,0,0,0,0,0,4.67,0,0,0,0,32.63157895,14.47368421,32.73684211,14.47368421,47.21052632,47.10526316,113,14,197.4210526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1,0,0,0,12.36842105,12.36842105,0,12.36842105,3.578947368,0,0,8.789473684,150.2631579,15.36842105,21.68421053,20.68421053,0,113.2105263,19.05263158,20.05263158,20.05263158,0,0,0,0,0,0,5.233157895,0,0,0,0,53.63157895,40,56.26315789,44.05263158,100.3157895,93.63157895,296.3157895,26.21052632,725.9473684,1.157894737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,3,0,3,0,1,0,1,2,2,2,1,2,0,0,0,2,39,5,12,6,4,22,6,9,6,3,1,1,1,1,0,1.83,2,2,2,2,14,8,17,11,28,22,100,9,580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2,2,3,1,11,0,3,7,1,0,1,3,3,3,0,3,0,0,0,3,66,5,16,7,6,45,7,11,7,4,4,4,7,1,0,2.81,6,6,9,3,29,27,74,53,127,56,555,27,6477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,1,2,1,9.684210526,0,3,6,1,0,1,4.315789474,4.315789474,4.315789474,1,4.315789474,0,0,0,4.315789474,79.47368421,7.315789474,22.26315789,9.631578947,8.315789474,49.89473684,10.63157895,15.94736842,9.631578947,6.315789474,4,4,7,1,0,2.248947368,7.315789474,7.315789474,10.31578947,4.315789474,38.84210526,33.15789474,88.36842105,62.10526316,150.4736842,72,655.1052632,34.57894737,8797.526316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2,2,2,2,6,0,6,0,1,1,1,2,2,1,0,2,0,1,0,1,39,5,18,7,9,16,8,13,7,6,3,3,3,3,1,0.89,4,4,4,4,22,21,41,33,74,43,336,17,3630,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,1,1,1,4,0,4,0,1,1,1,4,4,3,1,4,0,1,0,3,54,10,25,11,9,19,13,19,11,8,2,2,2,1,1,0.76,5,5,5,4,41,30,69,44,113,71,486,28,4424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,1,1,1,2.272727273,0,0.909090909,0.909090909,3,0,0,9.454545455,11.54545455,15.54545455,9.909090909,15.54545455,0.454545455,0,0,15.09090909,154.3636364,23.36363636,49.36363636,35.18181818,8.636363636,81.63636364,24.45454545,31.81818182,24.54545455,7.272727273,1.454545455,1.454545455,1.454545455,1,0.454545455,1.943636364,9.909090909,9.909090909,9.909090909,9.454545455,65.63636364,39,93.72727273,52.18181818,145.9090909,104.6363636,533.3636364,39.18181818,3618.181818,0,0,0,0,0,0,0,0,0,0,0,0,1.363636364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
